256																																																																																																																																																																																																																																																															
8700																																																																																																																																																																																																																																																															
10	-80																																																																																																																																																																																																																																																														
30	-80																																																																																																																																																																																																																																																														
50	-80																																																																																																																																																																																																																																																														
70	-80																																																																																																																																																																																																																																																														
-80	-70																																																																																																																																																																																																																																																														
-60	-70																																																																																																																																																																																																																																																														
-40	-70																																																																																																																																																																																																																																																														
-20	-70																																																																																																																																																																																																																																																														
0	-70																																																																																																																																																																																																																																																														
20	-70																																																																																																																																																																																																																																																														
40	-70																																																																																																																																																																																																																																																														
60	-70																																																																																																																																																																																																																																																														
80	-70																																																																																																																																																																																																																																																														
-90	-60																																																																																																																																																																																																																																																														
-70	-60																																																																																																																																																																																																																																																														
-50	-60																																																																																																																																																																																																																																																														
-30	-60																																																																																																																																																																																																																																																														
-10	-60																																																																																																																																																																																																																																																														
10	-60																																																																																																																																																																																																																																																														
30	-60																																																																																																																																																																																																																																																														
50	-60																																																																																																																																																																																																																																																														
70	-60																																																																																																																																																																																																																																																														
90	-60																																																																																																																																																																																																																																																														
-100	-50																																																																																																																																																																																																																																																														
-80	-50																																																																																																																																																																																																																																																														
-60	-50																																																																																																																																																																																																																																																														
-40	-50																																																																																																																																																																																																																																																														
-20	-50																																																																																																																																																																																																																																																														
0	-50																																																																																																																																																																																																																																																														
20	-50																																																																																																																																																																																																																																																														
40	-50																																																																																																																																																																																																																																																														
60	-50																																																																																																																																																																																																																																																														
80	-50																																																																																																																																																																																																																																																														
100	-50																																																																																																																																																																																																																																																														
-110	-40																																																																																																																																																																																																																																																														
-90	-40																																																																																																																																																																																																																																																														
-70	-40																																																																																																																																																																																																																																																														
-50	-40																																																																																																																																																																																																																																																														
-30	-40																																																																																																																																																																																																																																																														
-10	-40																																																																																																																																																																																																																																																														
10	-40																																																																																																																																																																																																																																																														
30	-40																																																																																																																																																																																																																																																														
50	-40																																																																																																																																																																																																																																																														
70	-40																																																																																																																																																																																																																																																														
90	-40																																																																																																																																																																																																																																																														
110	-40																																																																																																																																																																																																																																																														
-120	-30																																																																																																																																																																																																																																																														
-100	-30																																																																																																																																																																																																																																																														
-80	-30																																																																																																																																																																																																																																																														
-60	-30																																																																																																																																																																																																																																																														
-40	-30																																																																																																																																																																																																																																																														
-20	-30																																																																																																																																																																																																																																																														
0	-30																																																																																																																																																																																																																																																														
20	-30																																																																																																																																																																																																																																																														
40	-30																																																																																																																																																																																																																																																														
60	-30																																																																																																																																																																																																																																																														
80	-30																																																																																																																																																																																																																																																														
100	-30																																																																																																																																																																																																																																																														
120	-30																																																																																																																																																																																																																																																														
-130	-20																																																																																																																																																																																																																																																														
-110	-20																																																																																																																																																																																																																																																														
-90	-20																																																																																																																																																																																																																																																														
-70	-20																																																																																																																																																																																																																																																														
-50	-20																																																																																																																																																																																																																																																														
-30	-20																																																																																																																																																																																																																																																														
-10	-20																																																																																																																																																																																																																																																														
10	-20																																																																																																																																																																																																																																																														
30	-20																																																																																																																																																																																																																																																														
50	-20																																																																																																																																																																																																																																																														
70	-20																																																																																																																																																																																																																																																														
90	-20																																																																																																																																																																																																																																																														
110	-20																																																																																																																																																																																																																																																														
130	-20																																																																																																																																																																																																																																																														
-140	-10																																																																																																																																																																																																																																																														
-120	-10																																																																																																																																																																																																																																																														
-100	-10																																																																																																																																																																																																																																																														
-80	-10																																																																																																																																																																																																																																																														
-60	-10																																																																																																																																																																																																																																																														
-40	-10																																																																																																																																																																																																																																																														
-20	-10																																																																																																																																																																																																																																																														
0	-10																																																																																																																																																																																																																																																														
20	-10																																																																																																																																																																																																																																																														
40	-10																																																																																																																																																																																																																																																														
60	-10																																																																																																																																																																																																																																																														
80	-10																																																																																																																																																																																																																																																														
100	-10																																																																																																																																																																																																																																																														
120	-10																																																																																																																																																																																																																																																														
140	-10																																																																																																																																																																																																																																																														
-150	0																																																																																																																																																																																																																																																														
-130	0																																																																																																																																																																																																																																																														
-110	0																																																																																																																																																																																																																																																														
-90	0																																																																																																																																																																																																																																																														
-70	0																																																																																																																																																																																																																																																														
-50	0																																																																																																																																																																																																																																																														
-30	0																																																																																																																																																																																																																																																														
-10	0																																																																																																																																																																																																																																																														
10	0																																																																																																																																																																																																																																																														
30	0																																																																																																																																																																																																																																																														
50	0																																																																																																																																																																																																																																																														
70	0																																																																																																																																																																																																																																																														
90	0																																																																																																																																																																																																																																																														
110	0																																																																																																																																																																																																																																																														
130	0																																																																																																																																																																																																																																																														
150	0																																																																																																																																																																																																																																																														
-140	10																																																																																																																																																																																																																																																														
-120	10																																																																																																																																																																																																																																																														
-100	10																																																																																																																																																																																																																																																														
-80	10																																																																																																																																																																																																																																																														
-60	10																																																																																																																																																																																																																																																														
-40	10																																																																																																																																																																																																																																																														
-20	10																																																																																																																																																																																																																																																														
0	10																																																																																																																																																																																																																																																														
20	10																																																																																																																																																																																																																																																														
40	10																																																																																																																																																																																																																																																														
60	10																																																																																																																																																																																																																																																														
80	10																																																																																																																																																																																																																																																														
100	10																																																																																																																																																																																																																																																														
120	10																																																																																																																																																																																																																																																														
140	10																																																																																																																																																																																																																																																														
-130	20																																																																																																																																																																																																																																																														
-110	20																																																																																																																																																																																																																																																														
-90	20																																																																																																																																																																																																																																																														
-70	20																																																																																																																																																																																																																																																														
-50	20																																																																																																																																																																																																																																																														
-30	20																																																																																																																																																																																																																																																														
-10	20																																																																																																																																																																																																																																																														
10	20																																																																																																																																																																																																																																																														
30	20																																																																																																																																																																																																																																																														
50	20																																																																																																																																																																																																																																																														
70	20																																																																																																																																																																																																																																																														
90	20																																																																																																																																																																																																																																																														
110	20																																																																																																																																																																																																																																																														
130	20																																																																																																																																																																																																																																																														
-120	30																																																																																																																																																																																																																																																														
-100	30																																																																																																																																																																																																																																																														
-80	30																																																																																																																																																																																																																																																														
-60	30																																																																																																																																																																																																																																																														
-40	30																																																																																																																																																																																																																																																														
-20	30																																																																																																																																																																																																																																																														
0	30																																																																																																																																																																																																																																																														
20	30																																																																																																																																																																																																																																																														
40	30																																																																																																																																																																																																																																																														
60	30																																																																																																																																																																																																																																																														
80	30																																																																																																																																																																																																																																																														
100	30																																																																																																																																																																																																																																																														
120	30																																																																																																																																																																																																																																																														
-110	40																																																																																																																																																																																																																																																														
-90	40																																																																																																																																																																																																																																																														
-70	40																																																																																																																																																																																																																																																														
-50	40																																																																																																																																																																																																																																																														
-30	40																																																																																																																																																																																																																																																														
-10	40																																																																																																																																																																																																																																																														
10	40																																																																																																																																																																																																																																																														
30	40																																																																																																																																																																																																																																																														
50	40																																																																																																																																																																																																																																																														
70	40																																																																																																																																																																																																																																																														
90	40																																																																																																																																																																																																																																																														
110	40																																																																																																																																																																																																																																																														
-100	50																																																																																																																																																																																																																																																														
-80	50																																																																																																																																																																																																																																																														
-60	50																																																																																																																																																																																																																																																														
-40	50																																																																																																																																																																																																																																																														
-20	50																																																																																																																																																																																																																																																														
0	50																																																																																																																																																																																																																																																														
20	50																																																																																																																																																																																																																																																														
40	50																																																																																																																																																																																																																																																														
60	50																																																																																																																																																																																																																																																														
80	50																																																																																																																																																																																																																																																														
100	50																																																																																																																																																																																																																																																														
-90	60																																																																																																																																																																																																																																																														
-70	60																																																																																																																																																																																																																																																														
-50	60																																																																																																																																																																																																																																																														
-30	60																																																																																																																																																																																																																																																														
-10	60																																																																																																																																																																																																																																																														
10	60																																																																																																																																																																																																																																																														
30	60																																																																																																																																																																																																																																																														
50	60																																																																																																																																																																																																																																																														
70	60																																																																																																																																																																																																																																																														
90	60																																																																																																																																																																																																																																																														
-80	70																																																																																																																																																																																																																																																														
-60	70																																																																																																																																																																																																																																																														
-40	70																																																																																																																																																																																																																																																														
-20	70																																																																																																																																																																																																																																																														
0	70																																																																																																																																																																																																																																																														
20	70																																																																																																																																																																																																																																																														
40	70																																																																																																																																																																																																																																																														
60	70																																																																																																																																																																																																																																																														
80	70																																																																																																																																																																																																																																																														
-70	80																																																																																																																																																																																																																																																														
-50	80																																																																																																																																																																																																																																																														
-30	80																																																																																																																																																																																																																																																														
-10	80																																																																																																																																																																																																																																																														
10	80																																																																																																																																																																																																																																																														
30	80																																																																																																																																																																																																																																																														
50	80																																																																																																																																																																																																																																																														
70	80																																																																																																																																																																																																																																																														
-60	90																																																																																																																																																																																																																																																														
-40	90																																																																																																																																																																																																																																																														
-20	90																																																																																																																																																																																																																																																														
0	90																																																																																																																																																																																																																																																														
20	90																																																																																																																																																																																																																																																														
40	90																																																																																																																																																																																																																																																														
60	90																																																																																																																																																																																																																																																														
-50	100																																																																																																																																																																																																																																																														
-30	100																																																																																																																																																																																																																																																														
-10	100																																																																																																																																																																																																																																																														
10	100																																																																																																																																																																																																																																																														
30	100																																																																																																																																																																																																																																																														
50	100																																																																																																																																																																																																																																																														
-40	110																																																																																																																																																																																																																																																														
-20	110																																																																																																																																																																																																																																																														
0	110																																																																																																																																																																																																																																																														
20	110																																																																																																																																																																																																																																																														
40	110																																																																																																																																																																																																																																																														
-30	120																																																																																																																																																																																																																																																														
-10	120																																																																																																																																																																																																																																																														
10	120																																																																																																																																																																																																																																																														
30	120																																																																																																																																																																																																																																																														
-20	130																																																																																																																																																																																																																																																														
0	130																																																																																																																																																																																																																																																														
20	130																																																																																																																																																																																																																																																														
-10	140																																																																																																																																																																																																																																																														
10	140																																																																																																																																																																																																																																																														
0	150																																																																																																																																																																																																																																																														
